grad_diff_norm,param_update_norm,next_grad_norm
7.115304470062256e-07,0.0021209716796875,7.115304470062256e-07
1.5348196029663086e-06,0.00323486328125,1.3560056686401367e-06
2.0563602447509766e-06,0.0035858154296875,1.55717134475708e-06
1.862645149230957e-06,0.0029754638671875,1.0579824447631836e-06
2.5272369384765625e-05,0.01202392578125,2.5272369384765625e-05
2.5391578674316406e-05,0.0106201171875,2.384185791015625e-06
3.159046173095703e-06,0.00927734375,2.0563602447509766e-06
2.9206275939941406e-06,0.00799560546875,2.086162567138672e-06
2.518296241760254e-06,0.006500244140625,1.4230608940124512e-06
5.27501106262207e-06,0.006317138671875,5.066394805908203e-06
6.973743438720703e-06,0.006072998046875,4.887580871582031e-06
5.543231964111328e-06,0.0052490234375,2.562999725341797e-06
6.616115570068359e-06,0.005615234375,6.318092346191406e-06
7.0035457611083984e-06,0.004974365234375,2.905726432800293e-06
5.453824996948242e-06,0.004913330078125,4.678964614868164e-06
4.976987838745117e-06,0.0042724609375,1.780688762664795e-06
5.5730342864990234e-06,0.004364013671875,5.27501106262207e-06
8.225440979003906e-06,0.004638671875,6.198883056640625e-06
6.8247318267822266e-06,0.004180908203125,2.8014183044433594e-06
4.1425228118896484e-06,0.0037994384765625,3.039836883544922e-06
4.827976226806641e-06,0.003631591796875,3.7848949432373047e-06
3.993511199951172e-06,0.0031585693359375,1.4081597328186035e-06
3.904104232788086e-06,0.0030975341796875,3.6507844924926758e-06
7.033348083496094e-06,0.0036468505859375,6.079673767089844e-06
9.775161743164062e-06,0.004486083984375,7.748603820800781e-06
1.1324882507324219e-05,0.00506591796875,8.285045623779297e-06
8.64267349243164e-06,0.004547119140625,2.8312206268310547e-06
5.412101745605469e-05,0.01214599609375,5.412101745605469e-05
5.435943603515625e-05,0.01068115234375,4.231929779052734e-06
